[2026-05-28 12:01:23] === NNV STRICT sweep start — patch verified, NNV_STRICT_NO_HELPER=1
[2026-05-28 14:40:18] [safenlp_2024] 230/1080 sat=0 unsat=33 timeout=182 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 14:44:29] [safenlp_2024] 235/1080 sat=0 unsat=33 timeout=187 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 14:47:35] [safenlp_2024] 240/1080 sat=0 unsat=35 timeout=190 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 14:50:03] [safenlp_2024] 245/1080 sat=0 unsat=38 timeout=192 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 14:53:42] [safenlp_2024] 250/1080 sat=0 unsat=39 timeout=196 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 14:57:53] [safenlp_2024] 255/1080 sat=0 unsat=39 timeout=201 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:01:33] [safenlp_2024] 260/1080 sat=0 unsat=40 timeout=205 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:05:44] [safenlp_2024] 265/1080 sat=0 unsat=40 timeout=210 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:09:55] [safenlp_2024] 270/1080 sat=0 unsat=40 timeout=215 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:13:32] [safenlp_2024] 275/1080 sat=0 unsat=41 timeout=219 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:17:08] [safenlp_2024] 280/1080 sat=0 unsat=42 timeout=223 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:21:20] [safenlp_2024] 285/1080 sat=0 unsat=42 timeout=228 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:25:01] [safenlp_2024] 290/1080 sat=0 unsat=43 timeout=232 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:29:13] [safenlp_2024] 295/1080 sat=0 unsat=43 timeout=237 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:32:51] [safenlp_2024] 300/1080 sat=0 unsat=44 timeout=241 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:37:03] [safenlp_2024] 305/1080 sat=0 unsat=44 timeout=246 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:41:14] [safenlp_2024] 310/1080 sat=0 unsat=44 timeout=251 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:44:19] [safenlp_2024] 315/1080 sat=0 unsat=46 timeout=254 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:47:23] [safenlp_2024] 320/1080 sat=0 unsat=48 timeout=257 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:51:35] [safenlp_2024] 325/1080 sat=0 unsat=48 timeout=262 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:55:13] [safenlp_2024] 330/1080 sat=0 unsat=49 timeout=266 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 15:58:50] [safenlp_2024] 335/1080 sat=0 unsat=50 timeout=270 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:01:49] [safenlp_2024] 340/1080 sat=0 unsat=52 timeout=273 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:05:23] [safenlp_2024] 345/1080 sat=0 unsat=53 timeout=277 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:08:57] [safenlp_2024] 350/1080 sat=0 unsat=54 timeout=281 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:12:30] [safenlp_2024] 355/1080 sat=0 unsat=55 timeout=285 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:16:05] [safenlp_2024] 360/1080 sat=0 unsat=56 timeout=289 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:19:39] [safenlp_2024] 365/1080 sat=0 unsat=57 timeout=293 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:23:50] [safenlp_2024] 370/1080 sat=0 unsat=57 timeout=298 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:26:47] [safenlp_2024] 375/1080 sat=0 unsat=59 timeout=301 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:30:58] [safenlp_2024] 380/1080 sat=0 unsat=59 timeout=306 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:33:54] [safenlp_2024] 385/1080 sat=0 unsat=61 timeout=309 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:37:28] [safenlp_2024] 390/1080 sat=0 unsat=62 timeout=313 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:40:25] [safenlp_2024] 395/1080 sat=0 unsat=64 timeout=316 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:43:23] [safenlp_2024] 400/1080 sat=0 unsat=66 timeout=319 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:47:34] [safenlp_2024] 405/1080 sat=0 unsat=66 timeout=324 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:51:44] [safenlp_2024] 410/1080 sat=0 unsat=66 timeout=329 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:54:05] [safenlp_2024] 415/1080 sat=0 unsat=69 timeout=331 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:56:25] [safenlp_2024] 420/1080 sat=0 unsat=72 timeout=333 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 16:59:22] [safenlp_2024] 425/1080 sat=0 unsat=74 timeout=336 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:02:56] [safenlp_2024] 430/1080 sat=0 unsat=75 timeout=340 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:06:30] [safenlp_2024] 435/1080 sat=0 unsat=76 timeout=344 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:10:04] [safenlp_2024] 440/1080 sat=0 unsat=77 timeout=348 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:13:01] [safenlp_2024] 445/1080 sat=0 unsat=79 timeout=351 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:17:12] [safenlp_2024] 450/1080 sat=0 unsat=79 timeout=356 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:21:22] [safenlp_2024] 455/1080 sat=0 unsat=79 timeout=361 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:25:33] [safenlp_2024] 460/1080 sat=0 unsat=79 timeout=366 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:29:44] [safenlp_2024] 465/1080 sat=0 unsat=79 timeout=371 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:33:55] [safenlp_2024] 470/1080 sat=0 unsat=79 timeout=376 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:38:06] [safenlp_2024] 475/1080 sat=0 unsat=79 timeout=381 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:41:06] [safenlp_2024] 480/1080 sat=0 unsat=81 timeout=384 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:45:17] [safenlp_2024] 485/1080 sat=0 unsat=81 timeout=389 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:49:28] [safenlp_2024] 490/1080 sat=0 unsat=81 timeout=394 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:53:39] [safenlp_2024] 495/1080 sat=0 unsat=81 timeout=399 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 17:57:13] [safenlp_2024] 500/1080 sat=0 unsat=82 timeout=403 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:01:24] [safenlp_2024] 505/1080 sat=0 unsat=82 timeout=408 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:04:22] [safenlp_2024] 510/1080 sat=0 unsat=84 timeout=411 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:07:21] [safenlp_2024] 515/1080 sat=0 unsat=86 timeout=414 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:11:32] [safenlp_2024] 520/1080 sat=0 unsat=86 timeout=419 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:14:31] [safenlp_2024] 525/1080 sat=0 unsat=88 timeout=422 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:18:42] [safenlp_2024] 530/1080 sat=0 unsat=88 timeout=427 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:22:53] [safenlp_2024] 535/1080 sat=0 unsat=88 timeout=432 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:27:04] [safenlp_2024] 540/1080 sat=0 unsat=88 timeout=437 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:30:40] [safenlp_2024] 545/1080 sat=0 unsat=89 timeout=441 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:34:51] [safenlp_2024] 550/1080 sat=0 unsat=89 timeout=446 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:39:02] [safenlp_2024] 555/1080 sat=0 unsat=89 timeout=451 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:42:35] [safenlp_2024] 560/1080 sat=0 unsat=90 timeout=455 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:45:31] [safenlp_2024] 565/1080 sat=0 unsat=92 timeout=458 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:47:47] [safenlp_2024] 570/1080 sat=0 unsat=95 timeout=460 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:51:58] [safenlp_2024] 575/1080 sat=0 unsat=95 timeout=465 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:56:09] [safenlp_2024] 580/1080 sat=0 unsat=95 timeout=470 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 18:59:42] [safenlp_2024] 585/1080 sat=0 unsat=96 timeout=474 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:03:53] [safenlp_2024] 590/1080 sat=0 unsat=96 timeout=479 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:07:27] [safenlp_2024] 595/1080 sat=0 unsat=97 timeout=483 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:11:38] [safenlp_2024] 600/1080 sat=0 unsat=97 timeout=488 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:15:48] [safenlp_2024] 605/1080 sat=0 unsat=97 timeout=493 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:19:22] [safenlp_2024] 610/1080 sat=0 unsat=98 timeout=497 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:23:33] [safenlp_2024] 615/1080 sat=0 unsat=98 timeout=502 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:27:44] [safenlp_2024] 620/1080 sat=0 unsat=98 timeout=507 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:31:55] [safenlp_2024] 625/1080 sat=0 unsat=98 timeout=512 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:36:05] [safenlp_2024] 630/1080 sat=0 unsat=98 timeout=517 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:40:16] [safenlp_2024] 635/1080 sat=0 unsat=98 timeout=522 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:43:17] [safenlp_2024] 640/1080 sat=0 unsat=100 timeout=525 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:46:51] [safenlp_2024] 645/1080 sat=0 unsat=101 timeout=529 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:51:02] [safenlp_2024] 650/1080 sat=0 unsat=101 timeout=534 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:54:46] [safenlp_2024] 655/1080 sat=0 unsat=102 timeout=538 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 19:58:18] [safenlp_2024] 660/1080 sat=0 unsat=103 timeout=542 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 20:01:51] [safenlp_2024] 665/1080 sat=0 unsat=104 timeout=546 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 20:04:47] [safenlp_2024] 670/1080 sat=0 unsat=106 timeout=549 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 20:08:58] [safenlp_2024] 675/1080 sat=0 unsat=106 timeout=554 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 20:13:09] [safenlp_2024] 680/1080 sat=0 unsat=106 timeout=559 unknown=0 unsupported=0 err=0 resumed=15
[2026-05-28 20:17:40] [safenlp_2024] 685/1080 sat=0 unsat=106 timeout=564 unknown=0 unsupported=0 err=0 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3087095 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3091573 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 20:22:22] [safenlp_2024] 690/1080 sat=0 unsat=106 timeout=568 unknown=0 unsupported=0 err=1 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3116533 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 20:26:57] [safenlp_2024] 695/1080 sat=0 unsat=106 timeout=572 unknown=0 unsupported=0 err=2 resumed=15
[2026-05-28 20:31:29] [safenlp_2024] 700/1080 sat=0 unsat=106 timeout=577 unknown=0 unsupported=0 err=2 resumed=15
[2026-05-28 20:36:08] [safenlp_2024] 705/1080 sat=0 unsat=106 timeout=582 unknown=0 unsupported=0 err=2 resumed=15
[2026-05-28 20:40:01] [safenlp_2024] 710/1080 sat=0 unsat=106 timeout=586 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 20:44:18] [safenlp_2024] 715/1080 sat=0 unsat=106 timeout=591 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 20:48:00] [safenlp_2024] 720/1080 sat=0 unsat=107 timeout=595 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 20:52:16] [safenlp_2024] 725/1080 sat=0 unsat=107 timeout=600 unknown=0 unsupported=0 err=3 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3278910 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 20:56:45] [safenlp_2024] 730/1080 sat=0 unsat=107 timeout=605 unknown=0 unsupported=0 err=3 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3299411 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 21:01:40] [safenlp_2024] 735/1080 sat=0 unsat=107 timeout=610 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 21:05:26] [safenlp_2024] 740/1080 sat=0 unsat=108 timeout=614 unknown=0 unsupported=0 err=3 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3339846 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 21:10:32] [safenlp_2024] 745/1080 sat=0 unsat=108 timeout=619 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 21:14:44] [safenlp_2024] 750/1080 sat=0 unsat=108 timeout=624 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 21:19:14] [safenlp_2024] 755/1080 sat=0 unsat=108 timeout=629 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 21:22:50] [safenlp_2024] 760/1080 sat=0 unsat=109 timeout=633 unknown=0 unsupported=0 err=3 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3402946 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 21:26:56] [safenlp_2024] 765/1080 sat=0 unsat=110 timeout=637 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 21:31:15] [safenlp_2024] 770/1080 sat=0 unsat=110 timeout=642 unknown=0 unsupported=0 err=3 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3436803 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 21:35:37] [safenlp_2024] 775/1080 sat=0 unsat=110 timeout=647 unknown=0 unsupported=0 err=3 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3456571 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 21:40:33] [safenlp_2024] 780/1080 sat=0 unsat=110 timeout=652 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 21:44:59] [safenlp_2024] 785/1080 sat=0 unsat=111 timeout=656 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 21:49:36] [safenlp_2024] 790/1080 sat=0 unsat=112 timeout=660 unknown=0 unsupported=0 err=3 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3511884 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 21:54:07] [safenlp_2024] 795/1080 sat=0 unsat=113 timeout=664 unknown=0 unsupported=0 err=3 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3515273 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 21:58:46] [safenlp_2024] 800/1080 sat=0 unsat=114 timeout=668 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 22:02:28] [safenlp_2024] 805/1080 sat=0 unsat=115 timeout=672 unknown=0 unsupported=0 err=3 resumed=15
[2026-05-28 22:06:25] [safenlp_2024] 810/1080 sat=0 unsat=115 timeout=676 unknown=0 unsupported=0 err=4 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3569671 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 22:11:15] [safenlp_2024] 815/1080 sat=0 unsat=115 timeout=681 unknown=0 unsupported=0 err=4 resumed=15
[2026-05-28 22:15:53] [safenlp_2024] 820/1080 sat=0 unsat=115 timeout=686 unknown=0 unsupported=0 err=4 resumed=15
[2026-05-28 22:20:40] [safenlp_2024] 825/1080 sat=0 unsat=115 timeout=691 unknown=0 unsupported=0 err=4 resumed=15
[2026-05-28 22:25:19] [safenlp_2024] 830/1080 sat=0 unsat=115 timeout=696 unknown=0 unsupported=0 err=4 resumed=15
[2026-05-28 22:29:01] [safenlp_2024] 835/1080 sat=0 unsat=116 timeout=700 unknown=0 unsupported=0 err=4 resumed=15
[2026-05-28 22:33:14] [safenlp_2024] 840/1080 sat=0 unsat=117 timeout=704 unknown=0 unsupported=0 err=4 resumed=15
[2026-05-28 22:37:53] [safenlp_2024] 845/1080 sat=0 unsat=117 timeout=709 unknown=0 unsupported=0 err=4 resumed=15
[2026-05-28 22:42:40] [safenlp_2024] 850/1080 sat=0 unsat=117 timeout=714 unknown=0 unsupported=0 err=4 resumed=15
[2026-05-28 22:47:03] [safenlp_2024] 855/1080 sat=0 unsat=117 timeout=719 unknown=0 unsupported=0 err=4 resumed=15
[2026-05-28 22:50:37] [safenlp_2024] 860/1080 sat=0 unsat=118 timeout=723 unknown=0 unsupported=0 err=4 resumed=15
[2026-05-28 22:55:01] [safenlp_2024] 865/1080 sat=0 unsat=118 timeout=728 unknown=0 unsupported=0 err=4 resumed=15
