[2026-05-28 12:01:23] === NNV STRICT sweep start — patch verified, NNV_STRICT_NO_HELPER=1
[2026-05-28 15:03:32] [acasxu_2023] 15/186 sat=0 unsat=0 timeout=15 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 15:15:44] [acasxu_2023] 20/186 sat=0 unsat=0 timeout=20 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 15:27:55] [acasxu_2023] 25/186 sat=0 unsat=0 timeout=25 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 15:40:06] [acasxu_2023] 30/186 sat=0 unsat=0 timeout=30 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 15:52:18] [acasxu_2023] 35/186 sat=0 unsat=0 timeout=35 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 16:04:29] [acasxu_2023] 40/186 sat=0 unsat=0 timeout=40 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 16:16:40] [acasxu_2023] 45/186 sat=0 unsat=0 timeout=45 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 16:28:51] [acasxu_2023] 50/186 sat=0 unsat=0 timeout=50 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 16:41:02] [acasxu_2023] 55/186 sat=0 unsat=0 timeout=55 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 16:53:13] [acasxu_2023] 60/186 sat=0 unsat=0 timeout=60 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 17:05:23] [acasxu_2023] 65/186 sat=0 unsat=0 timeout=65 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 17:17:34] [acasxu_2023] 70/186 sat=0 unsat=0 timeout=70 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 17:29:45] [acasxu_2023] 75/186 sat=0 unsat=0 timeout=75 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 17:41:56] [acasxu_2023] 80/186 sat=0 unsat=0 timeout=80 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 17:54:07] [acasxu_2023] 85/186 sat=0 unsat=0 timeout=85 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 18:06:18] [acasxu_2023] 90/186 sat=0 unsat=0 timeout=90 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 18:14:06] [acasxu_2023] 95/186 sat=0 unsat=2 timeout=93 unknown=0 unsupported=0 err=0 resumed=0
[2026-05-28 18:18:23] [acasxu_2023] 100/186 sat=0 unsat=3 timeout=94 unknown=3 unsupported=0 err=0 resumed=0
[2026-05-28 18:22:22] [acasxu_2023] 105/186 sat=0 unsat=8 timeout=94 unknown=3 unsupported=0 err=0 resumed=0
[2026-05-28 18:25:41] [acasxu_2023] 110/186 sat=0 unsat=12 timeout=95 unknown=3 unsupported=0 err=0 resumed=0
[2026-05-28 18:27:58] [acasxu_2023] 115/186 sat=0 unsat=17 timeout=95 unknown=3 unsupported=0 err=0 resumed=0
[2026-05-28 18:34:03] [acasxu_2023] 120/186 sat=0 unsat=20 timeout=97 unknown=3 unsupported=0 err=0 resumed=0
[2026-05-28 18:35:10] [acasxu_2023] 125/186 sat=0 unsat=25 timeout=97 unknown=3 unsupported=0 err=0 resumed=0
[2026-05-28 18:37:53] [acasxu_2023] 130/186 sat=0 unsat=30 timeout=97 unknown=3 unsupported=0 err=0 resumed=0
[2026-05-28 18:38:56] [acasxu_2023] 135/186 sat=0 unsat=35 timeout=97 unknown=3 unsupported=0 err=0 resumed=0
[2026-05-28 18:47:18] [acasxu_2023] 140/186 sat=0 unsat=39 timeout=98 unknown=3 unsupported=0 err=0 resumed=0
[2026-05-28 18:50:03] [acasxu_2023] 145/186 sat=0 unsat=41 timeout=98 unknown=6 unsupported=0 err=0 resumed=0
[2026-05-28 18:51:58] [acasxu_2023] 150/186 sat=0 unsat=46 timeout=98 unknown=6 unsupported=0 err=0 resumed=0
[2026-05-28 18:53:38] [acasxu_2023] 155/186 sat=0 unsat=51 timeout=98 unknown=6 unsupported=0 err=0 resumed=0
[2026-05-28 18:54:43] [acasxu_2023] 160/186 sat=0 unsat=56 timeout=98 unknown=6 unsupported=0 err=0 resumed=0
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 2359207 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 18:56:11] [acasxu_2023] 165/186 sat=0 unsat=60 timeout=99 unknown=6 unsupported=0 err=0 resumed=0
[2026-05-28 18:57:42] [acasxu_2023] 170/186 sat=0 unsat=65 timeout=99 unknown=6 unsupported=0 err=0 resumed=0
[2026-05-28 18:58:47] [acasxu_2023] 175/186 sat=0 unsat=70 timeout=99 unknown=6 unsupported=0 err=0 resumed=0
[2026-05-28 18:59:53] [acasxu_2023] 180/186 sat=0 unsat=75 timeout=99 unknown=6 unsupported=0 err=0 resumed=0
[2026-05-28 19:10:11] [acasxu_2023] 185/186 sat=0 unsat=75 timeout=103 unknown=6 unsupported=0 err=1 resumed=0
[2026-05-28 19:12:37] [acasxu_2023] 186/186 sat=0 unsat=75 timeout=104 unknown=6 unsupported=0 err=1 resumed=0
[2026-05-28 19:12:37] [acasxu_2023] DONE — total=186 new=186 resumed=0 sat=0 unsat=75 timeout=104 unknown=6 unsupported=0 err=1
[2026-05-28 19:12:37] [nn4sys] instances=194
[2026-05-28 19:13:52] [nn4sys] 5/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=5 err=0 resumed=0
[2026-05-28 19:15:05] [nn4sys] 10/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=10 err=0 resumed=0
[2026-05-28 19:16:19] [nn4sys] 15/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=15 err=0 resumed=0
[2026-05-28 19:17:30] [nn4sys] 20/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=20 err=0 resumed=0
[2026-05-28 19:18:49] [nn4sys] 25/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=25 err=0 resumed=0
[2026-05-28 19:20:01] [nn4sys] 30/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=30 err=0 resumed=0
[2026-05-28 19:21:13] [nn4sys] 35/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=35 err=0 resumed=0
[2026-05-28 19:22:32] [nn4sys] 40/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=40 err=0 resumed=0
[2026-05-28 19:23:50] [nn4sys] 45/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=45 err=0 resumed=0
[2026-05-28 19:25:09] [nn4sys] 50/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=50 err=0 resumed=0
[2026-05-28 19:26:30] [nn4sys] 55/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=55 err=0 resumed=0
[2026-05-28 19:27:49] [nn4sys] 60/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=60 err=0 resumed=0
[2026-05-28 19:29:10] [nn4sys] 65/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=65 err=0 resumed=0
[2026-05-28 19:30:28] [nn4sys] 70/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=70 err=0 resumed=0
[2026-05-28 19:31:47] [nn4sys] 75/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=75 err=0 resumed=0
[2026-05-28 19:33:04] [nn4sys] 80/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=80 err=0 resumed=0
[2026-05-28 19:34:23] [nn4sys] 85/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=85 err=0 resumed=0
[2026-05-28 19:35:45] [nn4sys] 90/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=90 err=0 resumed=0
[2026-05-28 19:37:04] [nn4sys] 95/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=95 err=0 resumed=0
[2026-05-28 19:38:24] [nn4sys] 100/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=100 err=0 resumed=0
[2026-05-28 19:39:46] [nn4sys] 105/194 sat=0 unsat=0 timeout=0 unknown=0 unsupported=105 err=0 resumed=0
[2026-05-28 19:43:11] [nn4sys] 110/194 sat=0 unsat=5 timeout=0 unknown=0 unsupported=105 err=0 resumed=0
[2026-05-28 19:46:26] [nn4sys] 115/194 sat=0 unsat=10 timeout=0 unknown=0 unsupported=105 err=0 resumed=0
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 2762587 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 19:50:09] [nn4sys] 120/194 sat=0 unsat=14 timeout=1 unknown=0 unsupported=105 err=0 resumed=0
[2026-05-28 19:54:54] [nn4sys] 125/194 sat=0 unsat=17 timeout=3 unknown=0 unsupported=105 err=0 resumed=0
[2026-05-28 19:59:31] [nn4sys] 130/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=1 resumed=0
[2026-05-28 20:00:38] [nn4sys] 135/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=6 resumed=0
[2026-05-28 20:01:41] [nn4sys] 140/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=11 resumed=0
[2026-05-28 20:02:45] [nn4sys] 145/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=16 resumed=0
[2026-05-28 20:03:46] [nn4sys] 150/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=21 resumed=0
[2026-05-28 20:04:46] [nn4sys] 155/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=26 resumed=0
[2026-05-28 20:05:44] [nn4sys] 160/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=31 resumed=0
[2026-05-28 20:06:42] [nn4sys] 165/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=36 resumed=0
[2026-05-28 20:07:41] [nn4sys] 170/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=41 resumed=0
[2026-05-28 20:08:43] [nn4sys] 175/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=46 resumed=0
[2026-05-28 20:09:42] [nn4sys] 180/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=51 resumed=0
[2026-05-28 20:10:45] [nn4sys] 185/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=56 resumed=0
[2026-05-28 20:11:50] [nn4sys] 190/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=61 resumed=0
[2026-05-28 20:12:41] [nn4sys] 194/194 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=65 resumed=0
[2026-05-28 20:12:41] [nn4sys] DONE — total=194 new=194 resumed=0 sat=0 unsat=17 timeout=7 unknown=0 unsupported=105 err=65
[2026-05-28 20:12:41] [vit_2023] instances=200
[2026-05-28 20:13:52] [vit_2023] 5/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=5 err=0 resumed=0
[2026-05-28 20:16:17] [vit_2023] 10/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=10 err=0 resumed=0
[2026-05-28 20:20:22] [vit_2023] 15/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=14 err=1 resumed=0
[2026-05-28 20:23:07] [vit_2023] 20/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=19 err=1 resumed=0
[2026-05-28 20:25:31] [vit_2023] 25/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=23 err=2 resumed=0
[2026-05-28 20:27:54] [vit_2023] 30/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=28 err=2 resumed=0
[2026-05-28 20:31:38] [vit_2023] 35/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=33 err=2 resumed=0
[2026-05-28 20:34:09] [vit_2023] 40/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=38 err=2 resumed=0
[2026-05-28 20:36:57] [vit_2023] 45/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=42 err=3 resumed=0
[2026-05-28 20:39:24] [vit_2023] 50/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=47 err=3 resumed=0
[2026-05-28 20:41:48] [vit_2023] 55/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=52 err=3 resumed=0
[2026-05-28 20:45:21] [vit_2023] 60/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=57 err=3 resumed=0
[2026-05-28 20:47:00] [vit_2023] 65/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=62 err=3 resumed=0
[2026-05-28 20:48:22] [vit_2023] 70/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=67 err=3 resumed=0
[2026-05-28 20:52:06] [vit_2023] 75/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=72 err=3 resumed=0
[2026-05-28 20:54:27] [vit_2023] 80/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=77 err=3 resumed=0
[2026-05-28 20:56:50] [vit_2023] 85/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=82 err=3 resumed=0
[2026-05-28 20:59:22] [vit_2023] 90/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=87 err=3 resumed=0
[2026-05-28 21:01:49] [vit_2023] 95/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=92 err=3 resumed=0
[2026-05-28 21:05:58] [vit_2023] 100/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=97 err=3 resumed=0
[2026-05-28 21:08:25] [vit_2023] 105/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=102 err=3 resumed=0
[2026-05-28 21:11:09] [vit_2023] 110/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=107 err=3 resumed=0
[2026-05-28 21:13:37] [vit_2023] 115/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=112 err=3 resumed=0
[2026-05-28 21:16:12] [vit_2023] 120/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=117 err=3 resumed=0
[2026-05-28 21:19:43] [vit_2023] 125/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=122 err=3 resumed=0
[2026-05-28 21:22:06] [vit_2023] 130/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=127 err=3 resumed=0
[2026-05-28 21:24:33] [vit_2023] 135/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=132 err=3 resumed=0
[2026-05-28 21:26:56] [vit_2023] 140/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=137 err=3 resumed=0
[2026-05-28 21:29:31] [vit_2023] 145/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=141 err=4 resumed=0
[2026-05-28 21:32:00] [vit_2023] 150/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=146 err=4 resumed=0
[2026-05-28 21:36:04] [vit_2023] 155/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=151 err=4 resumed=0
[2026-05-28 21:38:06] [vit_2023] 160/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=156 err=4 resumed=0
[2026-05-28 21:40:54] [vit_2023] 165/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=161 err=4 resumed=0
[2026-05-28 21:43:38] [vit_2023] 170/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=166 err=4 resumed=0
[2026-05-28 21:47:16] [vit_2023] 175/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=171 err=4 resumed=0
[2026-05-28 21:49:50] [vit_2023] 180/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=176 err=4 resumed=0
[2026-05-28 21:52:30] [vit_2023] 185/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=181 err=4 resumed=0
[2026-05-28 21:54:46] [vit_2023] 190/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=186 err=4 resumed=0
[2026-05-28 21:57:10] [vit_2023] 195/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=191 err=4 resumed=0
[2026-05-28 21:59:58] [vit_2023] 200/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=195 err=5 resumed=0
[2026-05-28 21:59:58] [vit_2023] DONE — total=200 new=200 resumed=0 sat=0 unsat=0 timeout=0 unknown=0 unsupported=195 err=5
[2026-05-28 21:59:58] [tinyimagenet_2024] instances=200
[2026-05-28 22:02:37] [tinyimagenet_2024] 5/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=5 err=0 resumed=0
[2026-05-28 22:04:48] [tinyimagenet_2024] 10/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=10 err=0 resumed=0
[2026-05-28 22:07:19] [tinyimagenet_2024] 15/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=15 err=0 resumed=0
[2026-05-28 22:09:36] [tinyimagenet_2024] 20/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=20 err=0 resumed=0
[2026-05-28 22:12:20] [tinyimagenet_2024] 25/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=25 err=0 resumed=0
[2026-05-28 22:15:35] [tinyimagenet_2024] 30/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=30 err=0 resumed=0
[2026-05-28 22:18:02] [tinyimagenet_2024] 35/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=35 err=0 resumed=0
[2026-05-28 22:20:55] [tinyimagenet_2024] 40/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=40 err=0 resumed=0
[2026-05-28 22:23:18] [tinyimagenet_2024] 45/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=45 err=0 resumed=0
[2026-05-28 22:25:30] [tinyimagenet_2024] 50/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=50 err=0 resumed=0
[2026-05-28 22:27:51] [tinyimagenet_2024] 55/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=55 err=0 resumed=0
[2026-05-28 22:30:21] [tinyimagenet_2024] 60/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=60 err=0 resumed=0
[2026-05-28 22:32:56] [tinyimagenet_2024] 65/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=65 err=0 resumed=0
[2026-05-28 22:35:06] [tinyimagenet_2024] 70/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=70 err=0 resumed=0
[2026-05-28 22:37:35] [tinyimagenet_2024] 75/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=75 err=0 resumed=0
[2026-05-28 22:39:35] [tinyimagenet_2024] 80/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=80 err=0 resumed=0
[2026-05-28 22:41:53] [tinyimagenet_2024] 85/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=85 err=0 resumed=0
[2026-05-28 22:44:14] [tinyimagenet_2024] 90/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=90 err=0 resumed=0
[2026-05-28 22:46:34] [tinyimagenet_2024] 95/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=95 err=0 resumed=0
[2026-05-28 22:47:45] [tinyimagenet_2024] 100/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=100 err=0 resumed=0
[2026-05-28 22:48:55] [tinyimagenet_2024] 105/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=105 err=0 resumed=0
[2026-05-28 22:51:20] [tinyimagenet_2024] 110/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=110 err=0 resumed=0
[2026-05-28 22:52:56] [tinyimagenet_2024] 115/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=115 err=0 resumed=0
[2026-05-28 22:55:22] [tinyimagenet_2024] 120/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=120 err=0 resumed=0
[2026-05-28 22:57:40] [tinyimagenet_2024] 125/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=125 err=0 resumed=0
[2026-05-28 23:00:14] [tinyimagenet_2024] 130/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=129 err=1 resumed=0
[2026-05-28 23:02:39] [tinyimagenet_2024] 135/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=134 err=1 resumed=0
[2026-05-28 23:05:15] [tinyimagenet_2024] 140/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=139 err=1 resumed=0
[2026-05-28 23:08:10] [tinyimagenet_2024] 145/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=143 err=2 resumed=0
[2026-05-28 23:10:17] [tinyimagenet_2024] 150/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=148 err=2 resumed=0
[2026-05-28 23:12:53] [tinyimagenet_2024] 155/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=152 err=3 resumed=0
[2026-05-28 23:15:22] [tinyimagenet_2024] 160/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=157 err=3 resumed=0
[2026-05-28 23:17:59] [tinyimagenet_2024] 165/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=162 err=3 resumed=0
[2026-05-28 23:20:51] [tinyimagenet_2024] 170/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=166 err=4 resumed=0
[2026-05-28 23:24:32] [tinyimagenet_2024] 175/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=171 err=4 resumed=0
[2026-05-28 23:27:06] [tinyimagenet_2024] 180/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=175 err=5 resumed=0
[2026-05-28 23:29:23] [tinyimagenet_2024] 185/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=180 err=5 resumed=0
[2026-05-28 23:31:45] [tinyimagenet_2024] 190/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=185 err=5 resumed=0
[2026-05-28 23:33:55] [tinyimagenet_2024] 195/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=190 err=5 resumed=0
[2026-05-28 23:36:09] [tinyimagenet_2024] 200/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=195 err=5 resumed=0
[2026-05-28 23:36:09] [tinyimagenet_2024] DONE — total=200 new=200 resumed=0 sat=0 unsat=0 timeout=0 unknown=0 unsupported=195 err=5
[2026-05-28 23:36:09] [cifar100_2024] instances=200
[2026-05-28 23:38:26] [cifar100_2024] 5/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=5 err=0 resumed=0
[2026-05-28 23:40:48] [cifar100_2024] 10/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=10 err=0 resumed=0
[2026-05-28 23:42:45] [cifar100_2024] 15/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=15 err=0 resumed=0
