Running analysis with 1 processes, domains = ['con_z'], scorer = better, timemout = 100

Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 0, Remaining: 0
Safe_volume: 0.0000% |                              | Time: 00:03 s, Done: 0, Remaining: 0
Safe_volume: 0.0000% |                              | Time: 01:00 s, Done: 60, Remaining: 61
Safe_volume: 0.0000% |                              | Time: 01:00 s, Done: 61, Remaining: 62
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 61, Remaining: 62
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 62, Remaining: 63
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 62, Remaining: 63
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 63, Remaining: 64
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 63, Remaining: 64
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 64, Remaining: 65
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 64, Remaining: 65
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 65, Remaining: 66
Safe_volume: 0.0000% |                              | Time: 01:02 s, Done: 65, Remaining: 66
Safe_volume: 0.0000% |                              | Time: 01:02 s, Done: 66, Remaining: 67
Safe_volume: 0.0000% |                              | Time: 01:02 s, Done: 66, Remaining: 67
Safe_volume: 0.0000% |                              | Time: 01:02 s, Done: 67, Remaining: 68
Safe_volume: 0.0000% |                              | Time: 01:02 s, Done: 67, Remaining: 68
Safe_volume: 0.0000% |                              | Time: 01:02 s, Done: 68, Remaining: 69
Safe_volume: 0.0000% |                              | Time: 01:03 s, Done: 68, Remaining: 69
Safe_volume: 0.0000% |                              | Time: 01:03 s, Done: 69, Remaining: 70
Safe_volume: 0.0000% |                              | Time: 01:03 s, Done: 69, Remaining: 70
Safe_volume: 0.0000% |                              | Time: 01:03 s, Done: 70, Remaining: 71
Safe_volume: 0.0000% |                              | Time: 01:04 s, Done: 70, Remaining: 71
Safe_volume: 0.0000% |                              | Time: 01:04 s, Done: 71, Remaining: 72
Safe_volume: 0.0000% |                              | Time: 01:04 s, Done: 71, Remaining: 72
Safe_volume: 0.0000% |                              | Time: 01:04 s, Done: 72, Remaining: 73
Safe_volume: 0.0000% |                              | Time: 01:05 s, Done: 72, Remaining: 73
Safe_volume: 0.0000% |                              | Time: 01:05 s, Done: 73, Remaining: 74
Safe_volume: 0.0000% |                              | Time: 01:06 s, Done: 73, Remaining: 74
Safe_volume: 0.0000% |                              | Time: 01:06 s, Done: 74, Remaining: 75
Safe_volume: 0.0000% |                              | Time: 01:07 s, Done: 74, Remaining: 75
Safe_volume: 0.0000% |                              | Time: 01:07 s, Done: 75, Remaining: 76
Safe_volume: 0.0000% |                              | Time: 01:08 s, Done: 75, Remaining: 76
Safe_volume: 0.0000% |                              | Time: 01:08 s, Done: 76, Remaining: 77
Safe_volume: 0.0000% |                              | Time: 01:08 s, Done: 76, Remaining: 77
Safe_volume: 0.0000% |                              | Time: 01:08 s, Done: 77, Remaining: 78
Safe_volume: 0.0000% |                              | Time: 01:09 s, Done: 77, Remaining: 78
Safe_volume: 0.0000% |                              | Time: 01:09 s, Done: 78, Remaining: 79
Safe_volume: 0.0000% |                              | Time: 01:10 s, Done: 78, Remaining: 79
Safe_volume: 0.0000% |                              | Time: 01:10 s, Done: 79, Remaining: 80
Safe_volume: 0.0000% |                              | Time: 01:10 s, Done: 79, Remaining: 80
Safe_volume: 0.0000% |                              | Time: 01:10 s, Done: 80, Remaining: 81
Safe_volume: 0.0000% |                              | Time: 01:10 s, Done: 80, Remaining: 81
Safe_volume: 0.0000% |                              | Time: 01:10 s, Done: 81, Remaining: 82
Safe_volume: 0.0000% |                              | Time: 01:10 s, Done: 81, Remaining: 82
Safe_volume: 0.0000% |                              | Time: 01:10 s, Done: 82, Remaining: 83
Safe_volume: 0.0000% |                              | Time: 01:11 s, Done: 82, Remaining: 83
Safe_volume: 0.0000% |                              | Time: 01:11 s, Done: 83, Remaining: 84
Safe_volume: 0.0000% |                              | Time: 01:11 s, Done: 83, Remaining: 84
Safe_volume: 0.0000% |                              | Time: 01:11 s, Done: 84, Remaining: 85
Safe_volume: 0.0000% |                              | Time: 01:12 s, Done: 84, Remaining: 85
Safe_volume: 0.0000% |                              | Time: 01:12 s, Done: 85, Remaining: 86
Safe_volume: 0.0000% |                              | Time: 01:12 s, Done: 85, Remaining: 86
Safe_volume: 0.0000% |                              | Time: 01:12 s, Done: 86, Remaining: 87
Safe_volume: 0.0000% |                              | Time: 01:12 s, Done: 86, Remaining: 87
Safe_volume: 0.0000% |                              | Time: 01:12 s, Done: 87, Remaining: 88
Safe_volume: 0.0000% |                              | Time: 01:12 s, Done: 87, Remaining: 88
Safe_volume: 0.0000% |                              | Time: 01:12 s, Done: 88, Remaining: 89
Safe_volume: 0.0000% |                              | Time: 01:13 s, Done: 88, Remaining: 89
Safe_volume: 0.0000% |                              | Time: 01:13 s, Done: 89, Remaining: 90
Safe_volume: 0.0000% |                              | Time: 01:14 s, Done: 89, Remaining: 90
Safe_volume: 0.0000% |                              | Time: 01:14 s, Done: 90, Remaining: 91
Safe_volume: 0.0000% |                              | Time: 01:16 s, Done: 90, Remaining: 91
Safe_volume: 0.0000% |                              | Time: 01:16 s, Done: 91, Remaining: 92
Safe_volume: 0.0000% |                              | Time: 01:16 s, Done: 91, Remaining: 92
Safe_volume: 0.0000% |                              | Time: 01:16 s, Done: 92, Remaining: 93
Safe_volume: 0.0000% |                              | Time: 01:17 s, Done: 92, Remaining: 93
Safe_volume: 0.0000% |                              | Time: 01:17 s, Done: 93, Remaining: 94
Safe_volume: 0.0000% |                              | Time: 01:17 s, Done: 93, Remaining: 94
Safe_volume: 0.0000% |                              | Time: 01:17 s, Done: 94, Remaining: 95
Safe_volume: 0.0000% |                              | Time: 01:17 s, Done: 94, Remaining: 95
Safe_volume: 0.0000% |                              | Time: 01:17 s, Done: 95, Remaining: 96
Safe_volume: 0.0000% |                              | Time: 01:18 s, Done: 95, Remaining: 96
Safe_volume: 0.0000% |                              | Time: 01:18 s, Done: 96, Remaining: 97
Safe_volume: 0.0000% |                              | Time: 01:18 s, Done: 96, Remaining: 97
Safe_volume: 0.0000% |                              | Time: 01:18 s, Done: 97, Remaining: 98
Safe_volume: 0.0000% |                              | Time: 01:19 s, Done: 97, Remaining: 98
Safe_volume: 0.0000% |                              | Time: 01:19 s, Done: 98, Remaining: 99
Safe_volume: 0.0000% |                              | Time: 01:19 s, Done: 98, Remaining: 99
Safe_volume: 0.0000% |                              | Time: 01:19 s, Done: 99, Remaining: 100
Safe_volume: 0.0000% |                              | Time: 01:19 s, Done: 99, Remaining: 100
Safe_volume: 0.0000% |                              | Time: 01:19 s, Done: 100, Remaining: 101
Safe_volume: 0.0000% |                              | Time: 01:19 s, Done: 100, Remaining: 101
